sura,aya,word_index,surface_form_ar,lemma_ar,pos,sura_name,sura_type,verse_text
7,186,9,طُغْيَٰنِ,طُغْيَٰن,N,الأعراف,meccan,مَن يُضۡلِلِ ٱللَّهُ فَلَا هَادِيَ لَهُۥۚ وَيَذَرُهُمۡ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ
10,11,17,طُغْيَٰنِ,طُغْيَٰن,N,يونس,meccan,۞وَلَوۡ يُعَجِّلُ ٱللَّهُ لِلنَّاسِ ٱلشَّرَّ ٱسۡتِعۡجَالَهُم بِٱلۡخَيۡرِ لَقُضِيَ إِلَيۡهِمۡ أَجَلُهُمۡۖ فَنَذَرُ ٱلَّذِينَ لَا يَرۡجُونَ لِقَآءَنَا فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ
11,112,8,تَطْغَ,طَغَىٰ,V,هود,meccan,فَٱسۡتَقِمۡ كَمَآ أُمِرۡتَ وَمَن تَابَ مَعَكَ وَلَا تَطۡغَوۡاْۚ إِنَّهُۥ بِمَا تَعۡمَلُونَ بَصِيرٞ
16,36,11,طَّٰغُوتَ,طَّٰغُوت,N,النحل,meccan,وَلَقَدۡ بَعَثۡنَا فِي كُلِّ أُمَّةٖ رَّسُولًا أَنِ ٱعۡبُدُواْ ٱللَّهَ وَٱجۡتَنِبُواْ ٱلطَّـٰغُوتَۖ فَمِنۡهُم مَّنۡ هَدَى ٱللَّهُ وَمِنۡهُم مَّنۡ حَقَّتۡ عَلَيۡهِ ٱلضَّلَٰلَةُۚ فَسِيرُواْ فِي ٱلۡأَرۡضِ فَٱنظُرُواْ كَيۡفَ كَانَ عَٰقِبَةُ ٱلۡمُكَذِّبِينَ
17,60,24,طُغْيَٰنًا,طُغْيَٰن,N,الإسراء,meccan,وَإِذۡ قُلۡنَا لَكَ إِنَّ رَبَّكَ أَحَاطَ بِٱلنَّاسِۚ وَمَا جَعَلۡنَا ٱلرُّءۡيَا ٱلَّتِيٓ أَرَيۡنَٰكَ إِلَّا فِتۡنَةٗ لِّلنَّاسِ وَٱلشَّجَرَةَ ٱلۡمَلۡعُونَةَ فِي ٱلۡقُرۡءَانِۚ وَنُخَوِّفُهُمۡ فَمَا يَزِيدُهُمۡ إِلَّا طُغۡيَٰنٗا كَبِيرٗا
18,80,9,طُغْيَٰنًا,طُغْيَٰن,N,الكهف,meccan,وَأَمَّا ٱلۡغُلَٰمُ فَكَانَ أَبَوَاهُ مُؤۡمِنَيۡنِ فَخَشِينَآ أَن يُرۡهِقَهُمَا طُغۡيَٰنٗا وَكُفۡرٗا
20,24,5,طَغَىٰ,طَغَىٰ,V,طه,meccan,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ
20,43,5,طَغَىٰ,طَغَىٰ,V,طه,meccan,ٱذۡهَبَآ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ
20,45,10,يَطْغَىٰ,طَغَىٰ,V,طه,meccan,قَالَا رَبَّنَآ إِنَّنَا نَخَافُ أَن يَفۡرُطَ عَلَيۡنَآ أَوۡ أَن يَطۡغَىٰ
20,81,7,تَطْغَ,طَغَىٰ,V,طه,meccan,كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡ وَلَا تَطۡغَوۡاْ فِيهِ فَيَحِلَّ عَلَيۡكُمۡ غَضَبِيۖ وَمَن يَحۡلِلۡ عَلَيۡهِ غَضَبِي فَقَدۡ هَوَىٰ
23,75,10,طُغْيَٰنِ,طُغْيَٰن,N,المؤمنون,meccan,۞وَلَوۡ رَحِمۡنَٰهُمۡ وَكَشَفۡنَا مَا بِهِم مِّن ضُرّٖ لَّلَجُّواْ فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ
37,30,10,طَٰغِينَ,طَٰغِين,ADJ,الصافات,meccan,وَمَا كَانَ لَنَا عَلَيۡكُم مِّن سُلۡطَٰنِۭۖ بَلۡ كُنتُمۡ قَوۡمٗا طَٰغِينَ
38,55,3,طَّٰغِينَ,طَٰغِين,N,ص,meccan,هَٰذَاۚ وَإِنَّ لِلطَّـٰغِينَ لَشَرَّ مَـَٔابٖ
39,17,3,طَّٰغُوتَ,طَّٰغُوت,N,الزمر,meccan,وَٱلَّذِينَ ٱجۡتَنَبُواْ ٱلطَّـٰغُوتَ أَن يَعۡبُدُوهَا وَأَنَابُوٓاْ إِلَى ٱللَّهِ لَهُمُ ٱلۡبُشۡرَىٰۚ فَبَشِّرۡ عِبَادِ
50,27,5,أَطْغَيْ,أَطْغَيْ,V,ق,meccan,۞قَالَ قَرِينُهُۥ رَبَّنَا مَآ أَطۡغَيۡتُهُۥ وَلَٰكِن كَانَ فِي ضَلَٰلِۭ بَعِيدٖ
51,53,6,طَاغُونَ,طَٰغِين,N,الذاريات,meccan,أَتَوَاصَوۡاْ بِهِۦۚ بَلۡ هُمۡ قَوۡمٞ طَاغُونَ
52,32,8,طَاغُونَ,طَٰغِين,ADJ,الطور,meccan,أَمۡ تَأۡمُرُهُمۡ أَحۡلَٰمُهُم بِهَٰذَآۚ أَمۡ هُمۡ قَوۡمٞ طَاغُونَ
53,17,5,طَغَىٰ,طَغَىٰ,V,النجم,meccan,مَا زَاغَ ٱلۡبَصَرُ وَمَا طَغَىٰ
53,52,9,أَطْغَىٰ,أَطْغَىٰ,N,النجم,meccan,وَقَوۡمَ نُوحٖ مِّن قَبۡلُۖ إِنَّهُمۡ كَانُواْ هُمۡ أَظۡلَمَ وَأَطۡغَىٰ
55,8,2,تَطْغَ,طَغَىٰ,V,الرحمن,medinan,أَلَّا تَطۡغَوۡاْ فِي ٱلۡمِيزَانِ
68,31,5,طَٰغِينَ,طَٰغِين,N,القلم,meccan,قَالُواْ يَٰوَيۡلَنَآ إِنَّا كُنَّا طَٰغِينَ
69,5,4,طَّاغِيَةِ,طَّاغِيَة,N,الحاقة,meccan,فَأَمَّا ثَمُودُ فَأُهۡلِكُواْ بِٱلطَّاغِيَةِ
69,11,3,طَغَا,طَغَىٰ,V,الحاقة,meccan,إِنَّا لَمَّا طَغَا ٱلۡمَآءُ حَمَلۡنَٰكُمۡ فِي ٱلۡجَارِيَةِ
78,22,1,طَّٰغِينَ,طَٰغِين,N,النبإ,meccan,لِّلطَّـٰغِينَ مَـَٔابٗا
79,17,5,طَغَىٰ,طَغَىٰ,V,النازعات,meccan,ٱذۡهَبۡ إِلَىٰ فِرۡعَوۡنَ إِنَّهُۥ طَغَىٰ
79,37,3,طَغَىٰ,طَغَىٰ,V,النازعات,meccan,فَأَمَّا مَن طَغَىٰ
89,11,2,طَغَ,طَغَىٰ,V,الفجر,meccan,ٱلَّذِينَ طَغَوۡاْ فِي ٱلۡبِلَٰدِ
91,11,3,طَغْوَىٰ,طَغْوَىٰ,N,الشمس,meccan,كَذَّبَتۡ ثَمُودُ بِطَغۡوَىٰهَآ
96,6,4,يَطْغَىٰ^,طَغَىٰ,V,العلق,meccan,كَلَّآ إِنَّ ٱلۡإِنسَٰنَ لَيَطۡغَىٰٓ
